rus_name,latitude,longitude
Санкт-Петербург,59.939125,30.3158225
Аркадак,51.9387813,43.4997558
Аткарск,51.8736331,45.0003199
Балаково,52.0222694,47.7828146
Балашов,51.5389502,43.1839828
Вольск,52.0459932,47.3873504
Ершов,51.3508407,48.2763313
Калининск,51.4992917,44.4710177
Красноармейск,51.0236026,45.695141
Красный Кут,50.9596867,46.9712472
Маркс,51.7133973,46.7400684
Новоузенск,50.4551744,48.1412622
Петровск,52.3093782,45.3851649
Пугачев,52.0158464,48.7972652
Ртищево,52.2616298,43.7842399
Саратов,51.530376,45.9530257
Хвалынск,52.4950057,48.1045147
Шиханы,52.1148241,47.2022928
Энгельс,51.4854893,46.1267479
Александровск-Сахалинский,50.8973664,142.1579322
Анива,46.7132526,142.5265052
Долинск,47.3255903,142.7945985
Корсаков,46.6323995,142.7994094
Курильск,45.2271915,147.8796713
Макаров,48.6236287,142.7803508
Невельск,46.6527314,141.8631741
Оха,53.5868238,142.941221
Поронайск,49.2387983,143.1007104
Северо-Курильск,50.6731056,156.1280722
Томари,47.7619957,142.061508
Углегорск,49.0816311,142.0693033
Холмск,47.0408637,142.0416619
Южно-Сахалинск,46.959133,142.7381252
Алапаевск,57.8475542,61.6693934
Арамиль,56.6945341,60.8343825
Артемовский,57.3384162,61.8946599
Асбест,57.0052428,61.4581071
Березовский,56.9096284,60.8180256
Богданович,56.7764419,62.0463692
Верхний Тагил,57.3762768,59.9516521
Верхняя Пышма,56.9757833,60.564885
Верхняя Салда,58.0466039,60.5560397
Верхняя Тура,58.3643839,59.8266854
Верхотурье,58.8621145,60.8104543
Волчанск,59.9350515,60.0797964
Дегтярск,56.7048199,60.0792227
Екатеринбург,56.8386326,60.6054887
Заречный,56.8103345,61.3380592
Ивдель,60.6944353,60.4244661
Ирбит,57.6838406,63.0576639
Каменск-Уральский,56.4149095,61.9189837
Камышлов,56.8465469,62.7120432
Карпинск,59.7664444,60.0011798
Качканар,58.7051759,59.4840198
Кировград,57.4298451,60.0623588
Краснотурьинск,59.7636934,60.1934451
Красноуральск,58.3486334,60.0409011
Красноуфимск,56.6122864,57.7636958
Кушва,58.2825406,59.7646113
Лесной,58.634981,59.7980528
Михайловск,56.4369736,59.113865
Невьянск,57.491233,60.2181839
Нижние Серги,56.6544606,59.2952291
Нижний Тагил,57.9101038,59.9813242
Нижняя Салда,58.0749243,60.7026555
Нижняя Тура,58.6310942,59.8521265
Новая Ляля,59.053961,60.5945405
Новоуральск,57.2471507,60.095701
Первоуральск,56.9081665,59.9429205
Полевской,56.4958085,60.2366314
Ревда,56.79869,59.9071464
Реж,57.3717914,61.3833223
Североуральск,60.1533333,59.9525274
Серов,59.6048651,60.5752136
Среднеуральск,56.991883,60.4771953
Сухой Лог,56.9075938,62.0358708
Сысерть,56.50052,60.8190708
Тавда,58.0434196,65.2743232
Талица,57.0123359,63.7322467
Туринск,58.0394258,63.698142
Инкерман,44.6135153,33.6100739
Севастополь,44.6167334,33.5253552
Алагир,43.0416151,44.2198622
Ардон,43.1756719,44.2955701
Беслан,43.1937634,44.5338746
Владикавказ,43.0205039,44.6819383
Дигора,43.1567386,44.1551132
Моздок,43.7471209,44.6571456
Велиж,55.6058845,31.1857376
Вязьма,55.2115563,34.2951196
Гагарин,55.5526532,34.9949049
Демидов,55.2682611,31.5062078
Десногорск,54.1465117,33.2834063
Дорогобуж,54.9137794,33.3024596
Духовщина,55.1950509,32.4012351
Ельня,54.5836832,33.1749566
Починок,54.4063031,32.4397914
Рославль,53.9449601,32.8479617
Рудня,54.9441357,31.0794758
Сафоново,55.1199868,33.233799
Смоленск,54.7867168,31.8153366
Сычевка,55.8307397,34.277868
Ярцево,55.0564933,32.6902457
Благодарный,45.0990834,43.4307042
Буденновск,44.7814437,44.1650859
Георгиевск,44.1486421,43.4739718
Ессентуки,44.044461,42.8589078
Железноводск,44.1320689,43.0306475
Зеленокумск,44.403359,43.8841326
Изобильный,45.3684342,41.7086448
Ипатово,45.7181897,42.8969695
Кисловодск,43.905235,42.7167187
Лермонтов,44.1052526,42.9731433
Минеральные Воды,44.2088942,43.1383482
Михайловск,45.1296297,42.028787
Невинномысск,44.6227404,41.9476147
Нефтекумск,44.7544866,44.9865041
Новоалександровск,45.4933561,41.2154482
Новопавловск,43.9617565,43.6342855
Пятигорск,44.0411669,43.0661091
Светлоград,45.3284769,42.8566923
Ставрополь,45.0445439,41.9690168
Жердевка,51.8421783,41.4617407
Кирсанов,52.650594,42.7284872
Котовск,52.592393,41.5102486
Мичуринск,52.891294,40.510475
Моршанск,53.4436469,41.8115687
Рассказово,52.6537517,41.8743779
Тамбов,52.7213021,41.452258
Уварово,51.9768835,42.2529568
Агрыз,56.5232645,52.994257
Азнакаево,54.8599054,53.0745505
Альметьевск,54.9013662,52.2970654
Арск,56.0913636,49.8770441
Бавлы,54.4063588,53.2457946
Болгар,54.9748862,49.0302977
Бугульма,54.5363428,52.7895286
Буинск,54.9641106,48.2900576
Елабуга,55.7566727,52.0544438
Заинск,55.2988854,52.0063634
Зеленодольск,55.8466751,48.5010882
Иннополис,55.7521544,48.7446161
Казань,55.7943877,49.1115312
Лаишево,55.4042646,49.5498201
Лениногорск,54.5966917,52.4432118
Мамадыш,55.7149876,51.4128614
Менделеевск,55.8950646,52.3144177
Мензелинск,55.7270908,53.1005321
Набережные Челны,55.7436475,52.3958739
Нижнекамск,55.6311963,51.814407
Нурлат,54.4281578,50.8050431
Тетюши,54.936575,48.8314915
Чистополь,55.3699372,50.628495
Андреаполь,56.6507072,32.2621196
Бежецк,57.7861144,36.6903445
Белый,55.8337663,32.9388976
Бологое,57.885655,34.0536895
Весьегонск,58.6584004,37.2568605
Вышний Волочек,57.5683326,34.5402931
Западная Двина,56.2568002,32.0805972
Зубцов,56.1760709,34.5825504
Калязин,57.2579471,37.7821253
Кашин,57.3600486,37.6118674
Кимры,56.873359,37.3557064
Конаково,56.7275533,36.8011699
Красный Холм,58.0570193,37.1125975
Кувшиново,57.0263733,34.1676435
Лихославль,57.122256,35.4667886
Нелидово,56.2232417,32.7766656
Осташков,57.1457205,33.1116707
Ржев,56.2629393,34.3291178
Старица,56.514955,34.9335145
Тверь,56.8585396,35.9117898
Торжок,57.0412804,34.9600691
Торопец,56.5011791,31.6354366
Удомля,57.8787885,35.016716
Асино,56.9908444,86.1765724
Кедровый,57.5618465,79.5678914
Колпашево,58.3114716,82.9027528
Северск,56.6031143,84.8809687
Стрежевой,60.7328199,77.6040323
Томск,56.4847036,84.9481737
Алексин,54.5083788,37.047891
Белев,53.8113348,36.1383153
Богородицк,53.7700516,38.1225308
Болохово,54.0820644,37.826844
Венев,54.3542431,38.2642325
Донской,53.9679582,38.3372104
Ефремов,53.1465725,38.0922412
Кимовск,53.9698378,38.5380267
Киреевск,53.9321173,37.9220791
Липки,53.9418109,37.7019452
Новомосковск,54.0109754,38.2915652
Плавск,53.7095993,37.2863144
Советск,53.9337099,37.6315517
Суворов,54.1345367,36.4806933
Тула,54.192017,37.6153885
Узловая,53.9731407,38.1763104
Чекалин,54.0985105,36.2474377
Щекино,54.0020749,37.517686
Ясногорск,54.4795178,37.689669
Ак-Довурак,51.1785658,90.5984511
Кызыл,51.7191542,94.4377234
Туран,52.144932,93.9172495
Чадан,51.2844482,91.5789135
Шагонар,51.5347357,92.9199618
Заводоуковск,56.5012193,66.5505094
Ишим,56.0952037,69.4643292
Тобольск,58.2016828,68.2538392
Тюмень,57.1530824,65.5343118
Ялуторовск,56.649167,66.297034
Воткинск,57.0517641,53.9874635
Глазов,58.1359111,52.6634998
Ижевск,56.8527444,53.2113961
Камбарка,56.2659745,54.1934153
Можга,56.4427219,52.2138882
Сарапул,56.4616117,53.8036967
Барыш,53.6534563,47.1180805
Димитровград,54.2168446,49.6261645
Инза,53.8550467,46.3532786
Новоульяновск,54.1447691,48.3911701
Сенгилей,53.9590553,48.7767869
Ульяновск,54.3080674,48.3748717
Амурск,50.2345017,136.8791135
Бикин,46.8186244,134.2551046
Вяземский,47.5354416,134.7553701
Комсомольск-на-Амуре,50.550011,137.0079286
Николаевск-на-Амуре,53.1461943,140.7109642
Советская Гавань,48.9664554,140.2852223
Хабаровск,48.4647991,135.0598811
Абаза,52.6517296,90.0885929
Абакан,53.7223661,91.4437792
Саяногорск,53.1008226,91.4121643
Сорск,54.0001451,90.2595674
Черногорск,53.8258425,91.3259669
Белоярский,63.712181,66.6772357
Когалым,62.2638914,74.4828687
Лангепас,61.2536667,75.1807905
Лянтор,61.6391639,72.1793828
Мегион,61.0318946,76.1024772
Нефтеюганск,61.0882837,72.6164185
Нижневартовск,60.9397379,76.5696206
Нягань,62.1454839,65.3944361
Покачи,61.7421977,75.5942069
Пыть-Ях,60.7585769,72.8366445
Радужный,62.1343067,77.4584346
Советский,61.3706695,63.566863
Сургут,61.2539773,73.3961726
Урай,60.1295842,64.8040117
Ханты-Мансийск,61.0024344,69.0183322
Югорск,61.3124504,63.3364787
Аша,54.9907105,57.2783704
Бакал,54.9406759,58.8051085
Верхнеуральск,53.8760587,59.2169071
Верхний Уфалей,56.0487252,60.231963
Еманжелинск,54.7554084,61.3243985
Златоуст,55.1715695,59.6726264
Карабаш,55.4852076,60.2358959
Карталы,53.0536101,60.647712
Касли,55.8868045,60.7422529
Катав-Ивановск,54.7520187,58.1983706
Копейск,55.1167545,61.6180809
Коркино,54.8903023,61.4034541
Куса,55.3385156,59.4386474
Кыштым,55.7060048,60.5563271
Магнитогорск,53.4071891,58.9791432
Миасс,55.0455774,60.1077757
Миньяр,55.0709601,57.5484435
Нязепетровск,56.0537199,59.6096791
Озерск,55.7631922,60.7076337
Пласт,54.3691832,60.8152305
Сатка,55.0404497,59.0288153
Сим,54.9906584,57.6899045
Снежинск,56.085232,60.7324989
Трехгорный,54.8178174,58.4465039
Троицк,54.0844132,61.5585503
Усть-Катав,54.9261323,58.1528067
Чебаркуль,54.9819329,60.3773305
Челябинск,55.1603659,61.4007858
Южноуральск,54.4490124,61.2581869
Юрюзань,54.8546372,58.4227116
Аргун,43.2918071,45.8724383
Грозный,43.3179243,45.6981102
Гудермес,43.3519164,46.1036052
Урус-Мартан,43.1276072,45.5406838
Шали,43.148776,45.9009577
Алатырь,54.8398179,46.5721423
Канаш,55.5069543,47.4917734
Козловка,55.8406526,48.2579372
Мариинский Посад,56.111968,47.7142676
Новочебоксарск,56.109486,47.4791429
Цивильск,55.8650132,47.472967
Чебоксары,56.1439378,47.2488718
Шумерля,55.4961795,46.4183534
Ядрин,55.9406826,46.2020765
Анадырь,64.7314347,177.5015752
Билибино,68.0585533,166.4388451
Певек,69.7018051,170.2999194
Алдан,58.6094885,125.3816689
Верхоянск,67.5500865,133.3907829
Вилюйск,63.7517314,121.6272754
Ленск,60.7276036,114.9549103
Мирный,62.5362511,113.9668146
Нерюнгри,56.6600322,124.72031
Нюрба,63.2828775,118.324325
Олекминск,60.3758203,120.406013
Покровск,61.4843538,129.1482195
Среднеколымск,67.4581664,153.7069511
Томмот,58.9586939,126.2875375
Удачный,66.4072367,112.3061653
Якутск,62.0280273,129.7325717
Губкинский,64.4456575,76.4714559
Лабытнанги,66.6592376,66.3882628
Муравленко,63.794188,74.494913
Надым,65.5377514,72.5182746
Новый Уренгой,66.0840036,76.6810032
Ноябрьск,63.201846,75.4509665
Салехард,66.5493568,66.6083994
Тарко-Сале,64.9117649,77.7610204
Гаврилов-Ям,57.3091552,39.8545157
Данилов,58.1859542,40.1796765
Любим,58.3619868,40.6869581
Мышкин,57.7881664,38.4542816
Переславль-Залесский,56.7360435,38.8543064
Пошехонье,58.506328,39.1210034
Ростов,57.2050177,39.4378357
Рыбинск,58.0483802,38.858338
Тутаев,57.8674237,39.5368234
Углич,57.5223866,38.3019793
Ярославль,57.6216145,39.897878
